t,cmd,id,pos_deg,spd_erpm,spd_deg_s,cur_a,temp_c,err
0.0608,位置-速度 45.0 deg (最高2000 ERPM, 加速5000),43,0.0,80,2.54,0.68,34,0
0.0803,位置-速度 45.0 deg (最高2000 ERPM, 加速5000),43,0.2,340,10.79,0.17,34,0
0.1011,位置-速度 45.0 deg (最高2000 ERPM, 加速5000),43,0.5,390,12.38,0.20,34,0
0.1205,位置-速度 45.0 deg (最高2000 ERPM, 加速5000),43,0.9,540,17.14,0.28,34,0
0.1421,位置-速度 45.0 deg (最高2000 ERPM, 加速5000),43,1.3,650,20.63,0.60,34,0
0.1610,位置-速度 45.0 deg (最高2000 ERPM, 加速5000),43,1.8,770,24.44,0.40,34,0
0.1810,位置-速度 45.0 deg (最高2000 ERPM, 加速5000),43,2.3,880,27.94,-0.10,34,0
0.2002,位置-速度 45.0 deg (最高2000 ERPM, 加速5000),43,2.9,930,29.52,0.38,34,0
0.2222,位置-速度 45.0 deg (最高2000 ERPM, 加速5000),43,3.6,1060,33.65,0.53,34,0
0.2410,位置-速度 45.0 deg (最高2000 ERPM, 加速5000),43,4.3,1150,36.51,-0.02,34,0
0.2605,位置-速度 45.0 deg (最高2000 ERPM, 加速5000),43,5.1,1210,38.41,0.62,34,0
0.2810,位置-速度 45.0 deg (最高2000 ERPM, 加速5000),43,5.9,1340,42.54,0.14,34,0
0.3019,位置-速度 45.0 deg (最高2000 ERPM, 加速5000),43,6.8,1470,46.67,0.37,34,0
0.3212,位置-速度 45.0 deg (最高2000 ERPM, 加速5000),43,7.8,1550,49.21,0.12,34,0
0.3423,位置-速度 45.0 deg (最高2000 ERPM, 加速5000),43,8.8,1650,52.38,0.54,34,0
0.3622,位置-速度 45.0 deg (最高2000 ERPM, 加速5000),43,9.9,1740,55.24,0.13,34,0
0.3815,位置-速度 45.0 deg (最高2000 ERPM, 加速5000),43,11.1,1860,59.05,0.55,34,0
0.4000,位置-速度 45.0 deg (最高2000 ERPM, 加速5000),43,12.4,1970,62.54,0.24,34,0
0.4215,位置-速度 45.0 deg (最高2000 ERPM, 加速5000),43,13.6,2010,63.81,0.06,34,0
0.4412,位置-速度 45.0 deg (最高2000 ERPM, 加速5000),43,14.9,2020,64.13,0.51,34,0
0.4608,位置-速度 45.0 deg (最高2000 ERPM, 加速5000),43,16.2,2030,64.44,0.26,34,0
0.4826,位置-速度 45.0 deg (最高2000 ERPM, 加速5000),43,17.5,2030,64.44,0.04,34,0
0.5001,位置-速度 45.0 deg (最高2000 ERPM, 加速5000),43,18.8,2030,64.44,0.53,34,0
0.5203,位置-速度 45.0 deg (最高2000 ERPM, 加速5000),43,20.1,2040,64.76,0.32,34,0
0.5424,位置-速度 45.0 deg (最高2000 ERPM, 加速5000),43,21.4,2030,64.44,-0.05,34,0
0.5616,位置-速度 45.0 deg (最高2000 ERPM, 加速5000),43,22.7,2020,64.13,0.42,34,0
0.5819,位置-速度 45.0 deg (最高2000 ERPM, 加速5000),43,24.0,2010,63.81,0.33,34,0
0.6011,位置-速度 45.0 deg (最高2000 ERPM, 加速5000),43,25.2,2000,63.49,0.12,34,0
0.6209,位置-速度 45.0 deg (最高2000 ERPM, 加速5000),43,26.5,2010,63.81,0.36,34,0
0.6406,位置-速度 45.0 deg (最高2000 ERPM, 加速5000),43,27.8,2000,63.49,0.39,34,0
0.6608,位置-速度 45.0 deg (最高2000 ERPM, 加速5000),43,29.1,2000,63.49,0.06,34,0
0.6813,位置-速度 45.0 deg (最高2000 ERPM, 加速5000),43,30.3,2000,63.49,0.40,34,0
0.7023,位置-速度 45.0 deg (最高2000 ERPM, 加速5000),43,31.6,1990,63.17,0.38,34,0
0.7207,位置-速度 45.0 deg (最高2000 ERPM, 加速5000),43,32.9,1980,62.86,-0.01,34,0
0.7407,位置-速度 45.0 deg (最高2000 ERPM, 加速5000),43,34.1,1890,60.00,0.45,34,0
0.7606,位置-速度 45.0 deg (最高2000 ERPM, 加速5000),43,35.2,1810,57.46,0.21,34,0
0.7804,位置-速度 45.0 deg (最高2000 ERPM, 加速5000),43,36.3,1720,54.60,0.08,34,0
0.8018,位置-速度 45.0 deg (最高2000 ERPM, 加速5000),43,37.4,1600,50.79,0.45,34,0
0.8210,位置-速度 45.0 deg (最高2000 ERPM, 加速5000),43,38.4,1500,47.62,0.02,34,0
0.8407,位置-速度 45.0 deg (最高2000 ERPM, 加速5000),43,39.3,1400,44.44,0.42,34,0
0.8605,位置-速度 45.0 deg (最高2000 ERPM, 加速5000),43,40.1,1330,42.22,0.08,34,0
0.8819,位置-速度 45.0 deg (最高2000 ERPM, 加速5000),43,40.9,1210,38.41,0.17,34,0
0.9021,位置-速度 45.0 deg (最高2000 ERPM, 加速5000),43,41.6,1090,34.60,0.55,34,0
0.9216,位置-速度 45.0 deg (最高2000 ERPM, 加速5000),43,42.3,1030,32.70,-0.12,34,0
0.9417,位置-速度 45.0 deg (最高2000 ERPM, 加速5000),43,42.8,870,27.62,0.22,34,0
0.9603,位置-速度 45.0 deg (最高2000 ERPM, 加速5000),43,43.4,840,26.67,0.45,34,0
0.9804,位置-速度 45.0 deg (最高2000 ERPM, 加速5000),43,43.8,650,20.63,0.27,34,0
1.0014,位置-速度 45.0 deg (最高2000 ERPM, 加速5000),43,44.2,630,20.00,-0.15,34,0
1.0211,位置-速度 45.0 deg (最高2000 ERPM, 加速5000),43,44.5,540,17.14,-0.15,34,0
1.0402,位置-速度 45.0 deg (最高2000 ERPM, 加速5000),43,44.7,170,5.40,0.62,34,0
1.0618,位置-速度 45.0 deg (最高2000 ERPM, 加速5000),43,44.9,340,10.79,0.28,34,0
1.0802,位置-速度 45.0 deg (最高2000 ERPM, 加速5000),43,45.0,50,1.59,0.79,34,0
1.1011,位置-速度 45.0 deg (最高2000 ERPM, 加速5000),43,45.0,10,0.32,0.81,34,0
1.1205,位置-速度 45.0 deg (最高2000 ERPM, 加速5000),43,45.0,0,0.00,0.75,34,0
1.1425,位置-速度 45.0 deg (最高2000 ERPM, 加速5000),43,45.0,0,0.00,0.72,34,0
1.1617,位置-速度 45.0 deg (最高2000 ERPM, 加速5000),43,45.0,0,0.00,0.70,34,0
1.1824,位置-速度 45.0 deg (最高2000 ERPM, 加速5000),43,45.0,0,0.00,0.72,34,0
1.2005,位置-速度 45.0 deg (最高2000 ERPM, 加速5000),43,45.0,0,0.00,0.73,34,0
1.2221,位置-速度 45.0 deg (最高2000 ERPM, 加速5000),43,45.0,0,0.00,0.72,34,0
1.2404,位置-速度 45.0 deg (最高2000 ERPM, 加速5000),43,45.0,0,0.00,0.71,34,0
1.2618,位置-速度 45.0 deg (最高2000 ERPM, 加速5000),43,45.0,0,0.00,0.68,34,0
1.2802,位置-速度 45.0 deg (最高2000 ERPM, 加速5000),43,45.0,0,0.00,0.67,34,0
1.3023,位置-速度 45.0 deg (最高2000 ERPM, 加速5000),43,45.0,0,0.00,0.70,34,0
1.3203,位置-速度 45.0 deg (最高2000 ERPM, 加速5000),43,45.0,0,0.00,0.70,34,0
1.3418,位置-速度 45.0 deg (最高2000 ERPM, 加速5000),43,45.0,0,0.00,0.71,34,0
1.3628,位置-速度 45.0 deg (最高2000 ERPM, 加速5000),43,45.0,0,0.00,0.68,34,0
1.3802,位置-速度 45.0 deg (最高2000 ERPM, 加速5000),43,45.0,0,0.00,0.67,34,0
1.4021,位置-速度 45.0 deg (最高2000 ERPM, 加速5000),43,45.0,0,0.00,0.70,34,0
1.4209,位置-速度 45.0 deg (最高2000 ERPM, 加速5000),43,45.0,0,0.00,0.67,34,0
1.4408,位置-速度 45.0 deg (最高2000 ERPM, 加速5000),43,45.0,0,0.00,0.71,34,0
1.4616,位置-速度 45.0 deg (最高2000 ERPM, 加速5000),43,45.0,0,0.00,0.69,34,0
1.4824,位置-速度 45.0 deg (最高2000 ERPM, 加速5000),43,45.0,0,0.00,0.70,34,0
1.5023,位置-速度 45.0 deg (最高2000 ERPM, 加速5000),43,45.0,0,0.00,0.66,34,0
1.5220,位置-速度 45.0 deg (最高2000 ERPM, 加速5000),43,45.0,0,0.00,0.67,34,0
1.5419,位置-速度 45.0 deg (最高2000 ERPM, 加速5000),43,45.0,0,0.00,0.68,34,0
1.5616,位置-速度 45.0 deg (最高2000 ERPM, 加速5000),43,45.0,0,0.00,0.63,34,0
1.5825,位置-速度 45.0 deg (最高2000 ERPM, 加速5000),43,45.0,0,0.00,0.64,35,0
1.6026,位置-速度 45.0 deg (最高2000 ERPM, 加速5000),43,45.0,0,0.00,0.63,35,0
1.6209,位置-速度 45.0 deg (最高2000 ERPM, 加速5000),43,45.0,0,0.00,0.64,35,0
1.6407,位置-速度 45.0 deg (最高2000 ERPM, 加速5000),43,45.0,0,0.00,0.59,35,0
1.6603,位置-速度 45.0 deg (最高2000 ERPM, 加速5000),43,45.0,0,0.00,0.58,35,0
1.6801,位置-速度 45.0 deg (最高2000 ERPM, 加速5000),43,45.0,0,0.00,0.60,35,0
1.7004,位置-速度 45.0 deg (最高2000 ERPM, 加速5000),43,45.0,0,0.00,0.58,35,0
1.7221,位置-速度 45.0 deg (最高2000 ERPM, 加速5000),43,45.0,0,0.00,0.58,35,0
1.7417,位置-速度 45.0 deg (最高2000 ERPM, 加速5000),43,45.0,0,0.00,0.58,35,0
1.7614,位置-速度 45.0 deg (最高2000 ERPM, 加速5000),43,45.0,0,0.00,0.60,34,0
1.7809,位置-速度 45.0 deg (最高2000 ERPM, 加速5000),43,45.0,0,0.00,0.58,35,0
1.8003,位置-速度 45.0 deg (最高2000 ERPM, 加速5000),43,45.0,0,0.00,0.61,35,0
1.8204,位置-速度 45.0 deg (最高2000 ERPM, 加速5000),43,45.0,0,0.00,0.58,35,0
1.8424,位置-速度 45.0 deg (最高2000 ERPM, 加速5000),43,45.0,0,0.00,0.59,35,0
1.8605,位置-速度 45.0 deg (最高2000 ERPM, 加速5000),43,45.0,0,0.00,0.56,35,0
1.8812,位置-速度 45.0 deg (最高2000 ERPM, 加速5000),43,45.0,0,0.00,0.56,35,0
1.9000,位置-速度 45.0 deg (最高2000 ERPM, 加速5000),43,45.0,0,0.00,0.58,35,0
1.9222,位置-速度 45.0 deg (最高2000 ERPM, 加速5000),43,45.0,0,0.00,0.56,35,0
1.9411,位置-速度 45.0 deg (最高2000 ERPM, 加速5000),43,45.0,0,0.00,0.53,35,0
1.9604,位置-速度 45.0 deg (最高2000 ERPM, 加速5000),43,45.0,0,0.00,0.54,35,0
1.9803,位置-速度 45.0 deg (最高2000 ERPM, 加速5000),43,45.0,0,0.00,0.57,35,0
2.0001,位置-速度 45.0 deg (最高2000 ERPM, 加速5000),43,45.0,0,0.00,0.55,35,0
2.0203,位置-速度 45.0 deg (最高2000 ERPM, 加速5000),43,45.0,0,0.00,0.52,35,0
2.0411,位置-速度 45.0 deg (最高2000 ERPM, 加速5000),43,45.0,0,0.00,0.58,35,0
2.0609,位置-速度 45.0 deg (最高2000 ERPM, 加速5000),43,45.0,0,0.00,0.54,35,0
2.0801,位置-速度 45.0 deg (最高2000 ERPM, 加速5000),43,45.0,0,0.00,0.58,35,0
2.1000,位置-速度 45.0 deg (最高2000 ERPM, 加速5000),43,45.0,0,0.00,0.53,35,0
2.1220,位置-速度 45.0 deg (最高2000 ERPM, 加速5000),43,45.0,0,0.00,0.53,35,0
2.1407,位置-速度 45.0 deg (最高2000 ERPM, 加速5000),43,45.0,0,0.00,0.56,35,0
2.1608,位置-速度 45.0 deg (最高2000 ERPM, 加速5000),43,45.0,0,0.00,0.57,35,0
2.1822,位置-速度 45.0 deg (最高2000 ERPM, 加速5000),43,45.0,0,0.00,0.51,35,0
2.2020,位置-速度 45.0 deg (最高2000 ERPM, 加速5000),43,45.0,0,0.00,0.50,35,0
2.2213,位置-速度 45.0 deg (最高2000 ERPM, 加速5000),43,45.0,0,0.00,0.53,35,0
2.2404,位置-速度 45.0 deg (最高2000 ERPM, 加速5000),43,45.0,0,0.00,0.49,35,0
2.2606,位置-速度 45.0 deg (最高2000 ERPM, 加速5000),43,45.0,0,0.00,0.50,35,0
2.2809,位置-速度 45.0 deg (最高2000 ERPM, 加速5000),43,45.0,0,0.00,0.51,35,0
2.3021,位置-速度 45.0 deg (最高2000 ERPM, 加速5000),43,45.0,0,0.00,0.51,34,0
2.3209,位置-速度 45.0 deg (最高2000 ERPM, 加速5000),43,45.0,0,0.00,0.51,34,0
2.3403,位置-速度 45.0 deg (最高2000 ERPM, 加速5000),43,45.0,0,0.00,0.55,34,0
2.3609,位置-速度 45.0 deg (最高2000 ERPM, 加速5000),43,45.0,0,0.00,0.51,34,0
2.3802,位置-速度 45.0 deg (最高2000 ERPM, 加速5000),43,45.0,0,0.00,0.52,34,0
2.4001,位置-速度 45.0 deg (最高2000 ERPM, 加速5000),43,45.0,0,0.00,0.54,34,0
2.4224,位置-速度 45.0 deg (最高2000 ERPM, 加速5000),43,45.0,0,0.00,0.50,34,0
2.4413,位置-速度 45.0 deg (最高2000 ERPM, 加速5000),43,45.0,0,0.00,0.50,34,0
2.4614,位置-速度 45.0 deg (最高2000 ERPM, 加速5000),43,45.0,0,0.00,0.53,34,0
2.4813,位置-速度 45.0 deg (最高2000 ERPM, 加速5000),43,45.0,0,0.00,0.51,34,0
2.5006,位置-速度 45.0 deg (最高2000 ERPM, 加速5000),43,45.0,0,0.00,0.51,34,0
2.5207,位置-速度 45.0 deg (最高2000 ERPM, 加速5000),43,45.0,0,0.00,0.49,34,0
2.5416,位置-速度 45.0 deg (最高2000 ERPM, 加速5000),43,45.0,0,0.00,0.49,34,0
2.5608,位置-速度 45.0 deg (最高2000 ERPM, 加速5000),43,45.0,0,0.00,0.53,34,0
2.5820,位置-速度 45.0 deg (最高2000 ERPM, 加速5000),43,45.0,0,0.00,0.50,34,0
2.6013,位置-速度 45.0 deg (最高2000 ERPM, 加速5000),43,45.0,0,0.00,0.50,34,0
2.6230,位置-速度 45.0 deg (最高2000 ERPM, 加速5000),43,45.0,0,0.00,0.49,34,0
2.6412,位置-速度 45.0 deg (最高2000 ERPM, 加速5000),43,45.0,0,0.00,0.49,34,0
2.6607,位置-速度 45.0 deg (最高2000 ERPM, 加速5000),43,45.0,0,0.00,0.52,34,0
2.6805,位置-速度 45.0 deg (最高2000 ERPM, 加速5000),43,45.0,0,0.00,0.52,34,0
2.7025,位置-速度 45.0 deg (最高2000 ERPM, 加速5000),43,45.0,0,0.00,0.51,34,0
2.7208,位置-速度 45.0 deg (最高2000 ERPM, 加速5000),43,45.0,0,0.00,0.49,34,0
2.7417,位置-速度 45.0 deg (最高2000 ERPM, 加速5000),43,45.0,0,0.00,0.50,34,0
2.7621,位置-速度 45.0 deg (最高2000 ERPM, 加速5000),43,45.0,0,0.00,0.49,34,0
2.7810,位置-速度 45.0 deg (最高2000 ERPM, 加速5000),43,45.0,0,0.00,0.46,34,0
2.8022,位置-速度 45.0 deg (最高2000 ERPM, 加速5000),43,45.0,0,0.00,0.48,34,0
2.8222,位置-速度 45.0 deg (最高2000 ERPM, 加速5000),43,45.0,0,0.00,0.48,34,0
2.8419,位置-速度 45.0 deg (最高2000 ERPM, 加速5000),43,45.0,0,0.00,0.50,34,0
2.8604,位置-速度 45.0 deg (最高2000 ERPM, 加速5000),43,45.0,0,0.00,0.47,34,0
2.8827,位置-速度 45.0 deg (最高2000 ERPM, 加速5000),43,45.0,0,0.00,0.49,34,0
2.9024,位置-速度 45.0 deg (最高2000 ERPM, 加速5000),43,45.0,0,0.00,0.49,34,0
2.9235,位置-速度 45.0 deg (最高2000 ERPM, 加速5000),43,45.0,0,0.00,0.47,34,0
2.9402,位置-速度 45.0 deg (最高2000 ERPM, 加速5000),43,45.0,0,0.00,0.48,34,0
2.9619,位置-速度 45.0 deg (最高2000 ERPM, 加速5000),43,45.0,0,0.00,0.51,34,0
2.9812,位置-速度 45.0 deg (最高2000 ERPM, 加速5000),43,45.0,0,0.00,0.48,34,0
3.0003,位置-速度 45.0 deg (最高2000 ERPM, 加速5000),43,45.0,0,0.00,0.46,34,0
3.0216,位置-速度 45.0 deg (最高2000 ERPM, 加速5000),43,45.0,0,0.00,0.49,34,0
3.0403,位置-速度 45.0 deg (最高2000 ERPM, 加速5000),43,45.0,0,0.00,0.48,34,0
3.0609,位置-速度 45.0 deg (最高2000 ERPM, 加速5000),43,45.0,0,0.00,0.47,34,0
3.0822,位置-速度 45.0 deg (最高2000 ERPM, 加速5000),43,45.0,0,0.00,0.46,34,0
3.1028,位置-速度 45.0 deg (最高2000 ERPM, 加速5000),43,45.0,0,0.00,0.45,34,0
3.1205,位置-速度 45.0 deg (最高2000 ERPM, 加速5000),43,45.0,0,0.00,0.46,34,0
3.1419,位置-速度 45.0 deg (最高2000 ERPM, 加速5000),43,45.0,0,0.00,0.45,34,0
3.1606,位置-速度 45.0 deg (最高2000 ERPM, 加速5000),43,45.0,0,0.00,0.49,34,0
3.1817,位置-速度 45.0 deg (最高2000 ERPM, 加速5000),43,45.0,0,0.00,0.48,34,0
3.2023,位置-速度 45.0 deg (最高2000 ERPM, 加速5000),43,45.0,0,0.00,0.47,34,0
3.2217,位置-速度 45.0 deg (最高2000 ERPM, 加速5000),43,45.0,0,0.00,0.50,34,0
3.2418,位置-速度 45.0 deg (最高2000 ERPM, 加速5000),43,45.0,0,0.00,0.48,34,0
3.2615,位置-速度 45.0 deg (最高2000 ERPM, 加速5000),43,45.0,0,0.00,0.46,34,0
3.2822,位置-速度 45.0 deg (最高2000 ERPM, 加速5000),43,45.0,0,0.00,0.49,34,0
3.3026,位置-速度 45.0 deg (最高2000 ERPM, 加速5000),43,45.0,0,0.00,0.45,34,0
3.3208,位置-速度 45.0 deg (最高2000 ERPM, 加速5000),43,45.0,0,0.00,0.46,34,0
3.3426,位置-速度 45.0 deg (最高2000 ERPM, 加速5000),43,45.0,0,0.00,0.47,34,0
3.3605,位置-速度 45.0 deg (最高2000 ERPM, 加速5000),43,45.0,0,0.00,0.48,34,0
3.3820,位置-速度 45.0 deg (最高2000 ERPM, 加速5000),43,45.0,0,0.00,0.47,34,0
3.4003,位置-速度 45.0 deg (最高2000 ERPM, 加速5000),43,45.0,0,0.00,0.42,34,0
3.4221,位置-速度 45.0 deg (最高2000 ERPM, 加速5000),43,45.0,0,0.00,0.44,34,0
3.4422,位置-速度 45.0 deg (最高2000 ERPM, 加速5000),43,45.0,0,0.00,0.47,34,0
3.4602,位置-速度 45.0 deg (最高2000 ERPM, 加速5000),43,45.0,0,0.00,0.46,34,0
3.4825,位置-速度 45.0 deg (最高2000 ERPM, 加速5000),43,45.0,0,0.00,0.49,34,0
3.5011,位置-速度 45.0 deg (最高2000 ERPM, 加速5000),43,45.0,0,0.00,0.41,34,0
3.5210,位置-速度 45.0 deg (最高2000 ERPM, 加速5000),43,45.0,0,0.00,0.47,34,0
3.5406,位置-速度 45.0 deg (最高2000 ERPM, 加速5000),43,45.0,0,0.00,0.49,34,0
3.5616,位置-速度 45.0 deg (最高2000 ERPM, 加速5000),43,45.0,0,0.00,0.43,34,0
3.5808,位置-速度 45.0 deg (最高2000 ERPM, 加速5000),43,45.0,0,0.00,0.44,34,0
3.6011,位置-速度 45.0 deg (最高2000 ERPM, 加速5000),43,45.0,0,0.00,0.48,34,0
3.6209,位置-速度 45.0 deg (最高2000 ERPM, 加速5000),43,45.0,0,0.00,0.44,34,0
3.6422,位置-速度 45.0 deg (最高2000 ERPM, 加速5000),43,45.0,0,0.00,0.45,34,0
3.6608,位置-速度 45.0 deg (最高2000 ERPM, 加速5000),43,45.0,0,0.00,0.41,34,0
3.6800,位置-速度 45.0 deg (最高2000 ERPM, 加速5000),43,45.0,0,0.00,0.41,34,0
3.7010,位置-速度 45.0 deg (最高2000 ERPM, 加速5000),43,45.0,0,0.00,0.43,34,0
3.7214,位置-速度 45.0 deg (最高2000 ERPM, 加速5000),43,45.0,0,0.00,0.42,34,0
3.7414,位置-速度 45.0 deg (最高2000 ERPM, 加速5000),43,45.0,0,0.00,0.38,34,0
3.7610,位置-速度 45.0 deg (最高2000 ERPM, 加速5000),43,45.0,0,0.00,0.38,34,0
3.7803,位置-速度 45.0 deg (最高2000 ERPM, 加速5000),43,45.0,0,0.00,0.38,34,0
3.8004,位置-速度 45.0 deg (最高2000 ERPM, 加速5000),43,45.0,0,0.00,0.40,34,0
3.8209,位置-速度 45.0 deg (最高2000 ERPM, 加速5000),43,45.0,0,0.00,0.41,34,0
3.8401,位置-速度 45.0 deg (最高2000 ERPM, 加速5000),43,45.0,0,0.00,0.39,34,0
3.8612,位置-速度 45.0 deg (最高2000 ERPM, 加速5000),43,45.0,0,0.00,0.37,34,0
3.8803,位置-速度 45.0 deg (最高2000 ERPM, 加速5000),43,45.0,0,0.00,0.40,34,0
3.9003,位置-速度 45.0 deg (最高2000 ERPM, 加速5000),43,45.0,0,0.00,0.40,34,0
3.9206,位置-速度 45.0 deg (最高2000 ERPM, 加速5000),43,45.0,0,0.00,0.40,34,0
3.9407,位置-速度 45.0 deg (最高2000 ERPM, 加速5000),43,45.0,0,0.00,0.40,34,0
3.9604,位置-速度 45.0 deg (最高2000 ERPM, 加速5000),43,45.0,0,0.00,0.39,34,0
3.9820,位置-速度 45.0 deg (最高2000 ERPM, 加速5000),43,45.0,0,0.00,0.41,34,0
4.0008,位置-速度 45.0 deg (最高2000 ERPM, 加速5000),43,45.0,0,0.00,0.41,34,0
4.0202,位置-速度 45.0 deg (最高2000 ERPM, 加速5000),43,45.0,0,0.00,0.41,34,0
4.0418,位置-速度 45.0 deg (最高2000 ERPM, 加速5000),43,45.0,0,0.00,0.39,34,0
4.0606,位置-速度 45.0 deg (最高2000 ERPM, 加速5000),43,45.0,0,0.00,0.38,34,0
4.0804,位置-速度 45.0 deg (最高2000 ERPM, 加速5000),43,45.0,0,0.00,0.41,34,0
4.1006,位置-速度 45.0 deg (最高2000 ERPM, 加速5000),43,45.0,0,0.00,0.37,34,0
4.1203,位置-速度 45.0 deg (最高2000 ERPM, 加速5000),43,45.0,0,0.00,0.37,34,0
4.1402,位置-速度 45.0 deg (最高2000 ERPM, 加速5000),43,45.0,0,0.00,0.41,34,0
4.1608,位置-速度 45.0 deg (最高2000 ERPM, 加速5000),43,45.0,0,0.00,0.38,34,0
4.1805,位置-速度 45.0 deg (最高2000 ERPM, 加速5000),43,45.0,0,0.00,0.42,34,0
4.2000,位置-速度 45.0 deg (最高2000 ERPM, 加速5000),43,45.0,0,0.00,0.38,34,0
4.2201,位置-速度 45.0 deg (最高2000 ERPM, 加速5000),43,45.0,0,0.00,0.39,34,0
4.2421,位置-速度 45.0 deg (最高2000 ERPM, 加速5000),43,45.0,0,0.00,0.43,34,0
4.2612,位置-速度 45.0 deg (最高2000 ERPM, 加速5000),43,45.0,0,0.00,0.43,34,0
4.2806,位置-速度 45.0 deg (最高2000 ERPM, 加速5000),43,45.0,0,0.00,0.43,34,0
4.3000,位置-速度 45.0 deg (最高2000 ERPM, 加速5000),43,45.0,0,0.00,0.41,34,0
4.3221,位置-速度 45.0 deg (最高2000 ERPM, 加速5000),43,45.0,0,0.00,0.42,34,0
4.3415,位置-速度 45.0 deg (最高2000 ERPM, 加速5000),43,45.0,0,0.00,0.42,34,0
4.3607,位置-速度 45.0 deg (最高2000 ERPM, 加速5000),43,45.0,0,0.00,0.42,34,0
4.3800,位置-速度 45.0 deg (最高2000 ERPM, 加速5000),43,45.0,0,0.00,0.42,34,0
4.4009,位置-速度 45.0 deg (最高2000 ERPM, 加速5000),43,45.0,0,0.00,0.39,34,0
4.4212,位置-速度 45.0 deg (最高2000 ERPM, 加速5000),43,45.0,0,0.00,0.41,34,0
4.4425,位置-速度 45.0 deg (最高2000 ERPM, 加速5000),43,45.0,0,0.00,0.41,34,0
4.4616,位置-速度 45.0 deg (最高2000 ERPM, 加速5000),43,45.0,0,0.00,0.39,34,0
4.4806,位置-速度 45.0 deg (最高2000 ERPM, 加速5000),43,45.0,0,0.00,0.41,34,0
4.5026,位置-速度 45.0 deg (最高2000 ERPM, 加速5000),43,45.0,0,0.00,0.43,34,0
4.5209,位置-速度 45.0 deg (最高2000 ERPM, 加速5000),43,45.0,0,0.00,0.45,34,0
4.5425,位置-速度 45.0 deg (最高2000 ERPM, 加速5000),43,45.0,0,0.00,0.43,34,0
4.5617,位置-速度 45.0 deg (最高2000 ERPM, 加速5000),43,45.0,0,0.00,0.43,34,0
4.5800,位置-速度 45.0 deg (最高2000 ERPM, 加速5000),43,45.0,0,0.00,0.40,34,0
4.6006,位置-速度 45.0 deg (最高2000 ERPM, 加速5000),43,45.0,0,0.00,0.40,34,0
4.6221,位置-速度 45.0 deg (最高2000 ERPM, 加速5000),43,45.0,0,0.00,0.41,34,0
4.6402,位置-速度 45.0 deg (最高2000 ERPM, 加速5000),43,45.0,0,0.00,0.37,34,0
4.6612,位置-速度 45.0 deg (最高2000 ERPM, 加速5000),43,45.0,0,0.00,0.41,34,0
4.6811,位置-速度 45.0 deg (最高2000 ERPM, 加速5000),43,45.0,0,0.00,0.39,34,0
4.7013,位置-速度 45.0 deg (最高2000 ERPM, 加速5000),43,45.0,0,0.00,0.39,34,0
4.7213,位置-速度 45.0 deg (最高2000 ERPM, 加速5000),43,45.0,0,0.00,0.37,34,0
4.7409,位置-速度 45.0 deg (最高2000 ERPM, 加速5000),43,45.0,0,0.00,0.41,34,0
4.7622,位置-速度 45.0 deg (最高2000 ERPM, 加速5000),43,45.0,0,0.00,0.38,34,0
4.7828,位置-速度 45.0 deg (最高2000 ERPM, 加速5000),43,45.0,0,0.00,0.43,34,0
4.8017,位置-速度 45.0 deg (最高2000 ERPM, 加速5000),43,45.0,0,0.00,0.43,34,0
4.8213,位置-速度 45.0 deg (最高2000 ERPM, 加速5000),43,45.0,0,0.00,0.41,34,0
4.8406,位置-速度 45.0 deg (最高2000 ERPM, 加速5000),43,45.0,0,0.00,0.45,34,0
4.8606,位置-速度 45.0 deg (最高2000 ERPM, 加速5000),43,45.0,0,0.00,0.41,34,0
4.8801,位置-速度 45.0 deg (最高2000 ERPM, 加速5000),43,45.0,0,0.00,0.45,34,0
4.9020,位置-速度 45.0 deg (最高2000 ERPM, 加速5000),43,45.0,0,0.00,0.42,34,0
4.9221,位置-速度 45.0 deg (最高2000 ERPM, 加速5000),43,45.0,0,0.00,0.42,34,0
4.9415,位置-速度 45.0 deg (最高2000 ERPM, 加速5000),43,45.0,0,0.00,0.41,34,0
4.9601,位置-速度 45.0 deg (最高2000 ERPM, 加速5000),43,45.0,0,0.00,0.46,34,0
4.9820,位置-速度 45.0 deg (最高2000 ERPM, 加速5000),43,45.0,0,0.00,0.43,34,0
0.0000,位置-速度 90.0 deg (最高2000 ERPM, 加速5000),43,44.9,0,0.00,0.00,34,0
0.0222,位置-速度 90.0 deg (最高2000 ERPM, 加速5000),43,44.9,10,0.32,0.40,35,0
0.0416,位置-速度 90.0 deg (最高2000 ERPM, 加速5000),43,45.0,20,0.63,0.68,35,0
0.0617,位置-速度 90.0 deg (最高2000 ERPM, 加速5000),43,45.0,100,3.17,0.91,35,0
0.0814,位置-速度 90.0 deg (最高2000 ERPM, 加速5000),43,45.0,100,3.17,0.91,35,0
0.1007,位置-速度 90.0 deg (最高2000 ERPM, 加速5000),43,45.3,460,14.60,0.49,35,0
0.1212,位置-速度 90.0 deg (最高2000 ERPM, 加速5000),43,45.6,570,18.10,0.23,35,0
0.1415,位置-速度 90.0 deg (最高2000 ERPM, 加速5000),43,45.9,530,16.83,0.11,35,0
0.1607,位置-速度 90.0 deg (最高2000 ERPM, 加速5000),43,46.3,680,21.59,-0.09,35,0
0.1810,位置-速度 90.0 deg (最高2000 ERPM, 加速5000),43,46.8,780,24.76,0.44,34,0
